operacao|dv|convenioTgov|propostaTgov|nomeTomador|cnpjTomador|emailTomador|classificacao|objeto|selecao|assinatura|vigencia|vi|vr|cp1|cp2|vrCreditado|vrDesbloqueado|vrSaldoCreditado|cpDesbloqueado|valorExecucaoVigente|cAgencia|agencia|cCorrente|idExterna|obtv|gestor|etiquetasDaOperacao
1088524|27|945399|499792023|MUNICIPIO DE TRIUNFO - PB|08.924.060/0001-02|gabinete@triunfo.pb.gov.br;contato@prestcontas.com.br;isn.2@iramiltonassessoria.com.br;obrasedesenvolvimento@triunfo.pb.gov.br;jonataspessoa@gmail.com;wltconsultoria2020@gmail.com;ag0040@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br|Nível I (PC 033/2023)|implantação de pavimentação no perímetro urbano|08/09/2023|06/11/2023|06/11/2026|1474947,02|1441714|33233,02|0|1441714|832837,16|608876,84|19197,78|1474947,02|40|CAJAZEIRAS|0040.006.00647327-7||SIM|MCIDADES|Andamento Normal, Desbloqueio em Andamento, Desbloqueio Pendente por CP, Desbloqueio pendente-outros, Dossiê Digital (OGU), EGT 4 - Aceito - Fase de Licitação, Não acompanhada pelo módulo de acompanhamento de obras, Nível I (PC 033/2023), OBTV, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado
1088592|57|943907|483662023|MUNICIPIO DE POMBAL - PB|08.948.697/0001-39|gabinete@pombal.pb.gov.br;alexandre_ffernandes@hotmail.com;planejamento@pombal.pb.gov.br;alineflorentino.fasp@gmail.com;argomes18@gmail.com;carolinequeiroga@gmail.com;engjordanyqueiroga@gmail.com;jpvh97@gmail.com;myllenaamk@gmail.com;nathangomes.eng@gmail.com;pauloricardoffvieira@hotmail.com;pmpombalpb.epc@gmail.com;prefeitogavel@gmail.com;raphaelgavel@hotmail.com;ag0732@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br|Nível I (PC 033/2023)|estruturação da rede de serviços do sistema único de assistência social - suas - construção de centro de referência especializado de assistência social - creas|08/09/2023|31/10/2023|31/10/2026|581000|579685|1315|0|579685|0|579685|0|581000|732|POMBAL|0732.006.00647400-3||SIM|MDASCF|EGT 4 - Aceito - Fase de Licitação, Nível I (PC 033/2023), OBTV, Rescisão de CTEF / Abandono de Obra, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado, VRPL Aceito e sem AIO
1088595|23|945301|498012023|MUNICIPIO DE CURRAL VELHO - PB|08.886.947/0001-53|contato@prestcontas.com.br;pmcurralvelhopb.epc@gmail.com;taciosamuelcv@gmail.com;ag3571@caixa.gov.br;seg6915pb@caixa.gov.br;martoni.sobral@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br|Nível I (PC 033/2023)|revitalização de praça esportiva no município de curral velho - pb|11/09/2023|27/11/2023|27/11/2026|957000|955000|2000|0|0|0|0|0|957000|3571|ITAPORANGA, PB|3571.006.00647291-8||SIM|MESP|Cláusula Suspensiva (prorrogação), Nível I (PC 033/2023), OBTV, RP 2 - Discricionário
1088615|66|946043|438222023|MUNICIPIO DE JOAO PESSOA - PB|08.778.326/0001-56|ag1909@caixa.gov.br;ag1909pb02@caixa.gov.br;seg6918pb@caixa.gov.br;bruno.vilar@caixa.gov.br;ana.n.rodrigues@caixa.gov.br;adriana.cassimirobatista@hotmail.com;ana.maria.patos@hotmail.com;arqglaualmeida@hotmail.com;dianaraduarte@hotmail.com;diegotavaresjp@gmail.com;glauciene.soares@joaopessoa.pb.gov.br;isabela_queiroga@hotmail.com;israelvcac@gmail.com;jaelsonjpa@hotmail.com;eng.arq.smsjp@gmail.com;eng_cassiareis@hotmail.com;ildebertosec.executivosemhab@gmail.com;julianny.albuquerque@joaopessoa.pb.gov.br;k.cilenejp@gmail.com;socialsemhab@gmail.com;karlasouza_02@gmail.com;kel_bfeitosa@hotmail.com;lucianomedeiros96@hotmail.com;marcos.arquiteto@live.com;margo.gapre@gmail.com;norma.gouveia1@gmail.com;pereiraln@gmail.com;pmjpseplanconvenios@gmail.com;rpr.rodrigues@gmail.com;rubensfalcao@gmail.com;samanda.silva@joaopessoa.pb.gov.br;sheilafreire@hotmail.com;sosgadelha@yahoo.com.br;thatiana.seinfra@gmail.com;tonissouza@gmail.com;zupsi@hotmail.com|Nível I (PC 033/2023)|obras e serviços de qualificação viária no perímetro urbano de joão pessoa, pb - parque linear valentina de figueiredo|13/09/2023|30/11/2023|30/11/2026|520000|500000|20000|0|0|0|0|0|520000|1909|CIDADE ANTIGA|1909.006.00647211-0||SIM|MCIDADES|Aguardando Crédito de Recursos, EGT 4 - Aceito - Fase de Licitação, Impedido por Regra 180 Dias, Nível I (PC 033/2023), OBTV, RP 2 - Discricionário, VRPL Aceito e sem AIO
1088616|81|946041|438272023|MUNICIPIO DE JOAO PESSOA - PB|08.778.326/0001-56|ag1909@caixa.gov.br;ag1909pb02@caixa.gov.br;seg6918pb@caixa.gov.br;bruno.vilar@caixa.gov.br;ana.n.rodrigues@caixa.gov.br;adriana.cassimirobatista@hotmail.com;ana.maria.patos@hotmail.com;arqglaualmeida@hotmail.com;dianaraduarte@hotmail.com;diegotavaresjp@gmail.com;glauciene.soares@joaopessoa.pb.gov.br;isabela_queiroga@hotmail.com;israelvcac@gmail.com;jaelsonjpa@hotmail.com;eng.arq.smsjp@gmail.com;eng_cassiareis@hotmail.com;ildebertosec.executivosemhab@gmail.com;julianny.albuquerque@joaopessoa.pb.gov.br;k.cilenejp@gmail.com;socialsemhab@gmail.com;karlasouza_02@gmail.com;kel_bfeitosa@hotmail.com;lucianomedeiros96@hotmail.com;marcos.arquiteto@live.com;margo.gapre@gmail.com;norma.gouveia1@gmail.com;pereiraln@gmail.com;pmjpseplanconvenios@gmail.com;rpr.rodrigues@gmail.com;rubensfalcao@gmail.com;samanda.silva@joaopessoa.pb.gov.br;sheilafreire@hotmail.com;sosgadelha@yahoo.com.br;thatiana.seinfra@gmail.com;tonissouza@gmail.com;zupsi@hotmail.com|Nível I (PC 033/2023)|obras e serviços de qualificação viária no perímetro urbano de joão pessoa, pb - parque linear av. juscelino kubitschek i etapa.|13/09/2023|30/11/2023|30/11/2026|1053840,54|1033177|20663,54|0|0|0|0|0|1053840,54|1909|CIDADE ANTIGA|1909.006.00647212-9||SIM|MCIDADES|Cláusula Suspensiva (prorrogação), EGT 3 - Em Análise, Exame LAE OGU - FEEC, Impedido por Regra 180 Dias, Nível I (PC 033/2023), OBTV, RP 2 - Discricionário
1088699|28|945943|439572023|MUNICIPIO DE BOM SUCESSO - PB|08.920.571/0001-56|ag3518@caixa.gov.br;seg6915pb@caixa.gov.br;martoni.sobral@caixa.gov.br;dinete.almeida@caixa.gov.br;isn.1@iramiltonassessoria.com.br;jpatricio1950@gmail.com;tairisduarte@hotmail.com;railsonoliveira1991@gmail.com;pcsobrinho1965@gmail.com|Nível II (PC 033/2023)|pavimentação de estradas vicinais no município de bom sucesso- pb.|14/09/2023|13/11/2023|13/11/2027|1968762,8|1912356|56406,8|0|422767,2|422767,2|0|21563,57|1968762,8|3518|CATOLE DO ROCHA, PB|3518.006.00647092-4||SIM|MIDR|Aguardando Crédito de Recursos, Atraso no Crédito de Recursos, Desbloqueio em Andamento, Desbloqueio Pendente por VE, EGT 4 - Aceito - Fase de Licitação, Emenda de Comissão, Nível II (PC 033/2023), Obra Concluída, OBTV, Previsão Despesas Preparatórias, RP 8 - Comissão
1088711|99|949431|455642023|MUNICIPIO DE CUBATI - PB|08.732.182/0001-05|ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br;grazy-212010@hotmail.com;jribeirooliveira23@gmail.com;macianaazevedomaia@gmail.com|Nível I (PC 033/2023)|pavimentação de ruas no município de cubati/pb.|18/09/2023|27/11/2023|27/11/2026|961000|960019|981|0|0|0|0|0|961000|41|CAMPINA GRANDE|0041.006.00648003-1||SIM|MCIDADES|Aguardando Crédito de Recursos, EGT 4 - Aceito - Fase de Licitação, Emenda de Comissão, Nível I (PC 033/2023), OBTV, RP 8 - Comissão, VRPL Aceito e sem AIO
1088712|13|949432|455662023|MUNICIPIO DE GADO BRAVO - PB|01.612.651/0001-03|alonso.guedes13@gmail.com;bianca.serra.eng@gmail.com;fernandofilho.engcivil@gmail.com;jose.aguiar0003@gmail.com;macianaazevedomaia@gmail.com;marcelo.321paulino@gmail.com;ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br|Nível I (PC 033/2023)|pavimentação de ruas no município de gado bravo/pb|18/09/2023|29/11/2023|29/11/2026|961000|960019|981|0|0|0|0|0|961000|41|CAMPINA GRANDE|0041.006.00071202-0||SIM|MCIDADES|Aguardando Crédito de Recursos, EGT 4 - Aceito - Fase de Licitação, Emenda de Comissão, Nível I (PC 033/2023), OBTV, Revisionamento Peça Técnica, RP 8 - Comissão, VRPL Aceito e sem AIO
1088713|38|949433|458422023|MUNICIPIO DE SANTA HELENA - PB|08.764.284/0001-02|isn.1@iramiltonassessoria.com.br;jcleberflima2@gmail.com;pmsantahelena.pb@gmail.com;rricarte35@gmail.com;ag0040@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PC 033/2023)|pavimentação em paralelepípedo no perímetro urbano do município de santa helena.|18/09/2023|29/12/2023|29/12/2026|783341|767341|16000|0|0|0|0|0|783341|40|CAJAZEIRAS|0040.006.00647329-3||SIM|MCIDADES|Cláusula Suspensiva (prorrogação), EGT 3 - Solicitada Complementação, Emenda de Comissão, Nível I (PC 033/2023), OBTV, RP 8 - Comissão
1088717|20|946502|480632023|MUNICIPIO DE POCINHOS - PB|08.741.688/0001-72|contato@prestcontas.com.br;fernandofilho.engcivil@gmail.com;macianaazevedomaia@gmail.com;robertosoutopocinhos@gmail.com;alvaro.b.filho@caixa.gov.br|Nível III (PC 033/2023)|pavimentação asfáltica no município de pocinhos/pb.|18/09/2023|21/11/2023|21/11/2027|5750000|5743733|6267|0|1497519,89|1497519,89|0|4331,05|5750000|41|CAMPINA GRANDE|0041.006.00647998-0||SIM|MCIDADES|Aguardando Crédito de Recursos, EGT 4 - Aceito - Fase de Licitação, Emenda de Comissão, Impacta no IGAT, Módulo Paralisadas, Módulo PI424/PC33 Sem Evolução Financeira, Nível III (PC 033/2023), Obra Paralisada, OBTV, RP 8 - Comissão
1088796|89|946238|489492023|MUNICIPIO DE TAVARES - PB|08.944.092/0001-70|marcia.kauanfilho@gmail.com;marcosfinancas@tavares.pb.gov.br;contato@consultoriaum.com.br;genildo18gkm@gmail.com;ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PC 033/2023)|adequação de estradas vicinais|21/09/2023|24/10/2023|24/10/2026|1001200|1000000|1200|0|0|0|0|0|1001200|43|PATOS|0043.006.00648117-9||SIM|MIDR|Cláusula Suspensiva (prorrogação), Emenda de Comissão, Nível I (PC 033/2023), OBTV, POTENCIAL - Acompanhamento Remoto, RP 8 - Comissão
1088797|03|946240|489542023|MUNICIPIO DE TAVARES - PB|08.944.092/0001-70|marcia.kauanfilho@gmail.com;marcosfinancas@tavares.pb.gov.br;contato@consultoriaum.com.br;genildo18gkm@gmail.com;ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível II (PC 033/2023)|pavimentação de estradas vicinais|21/09/2023|20/10/2023|20/10/2027|2002100|2000000|2100|0|0|0|0|0|2002100|43|PATOS|0043.006.00648118-7||SIM|MIDR|Cláusula Suspensiva (prorrogação), Emenda de Comissão, Nível II (PC 033/2023), OBTV, POTENCIAL - Acompanhamento Remoto, RP 8 - Comissão
1088798|28|946241|489582023|MUNICIPIO DE TAVARES - PB|08.944.092/0001-70|marcia.kauanfilho@gmail.com;marcosfinancas@tavares.pb.gov.br;contato@consultoriaum.com.br;genildo18gkm@gmail.com;ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PC 033/2023)|reforma de feira de animais no município de tavares - pb|21/09/2023|24/10/2023|24/10/2026|645000|643773|1227|0|0|0|0|0|645000|43|PATOS|0043.006.00648119-5||SIM|MIDR|Cláusula Suspensiva (prorrogação), Emenda de Comissão, Nível I (PC 033/2023), OBTV, RP 8 - Comissão
1088799|43|946242|489732023|MUNICIPIO DE TAVARES - PB|08.944.092/0001-70|marcia.kauanfilho@gmail.com;marcosfinancas@tavares.pb.gov.br;contato@consultoriaum.com.br;genildo18gkm@gmail.com;ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PC 033/2023)|reforma do mercado do município de tavares - pb|21/09/2023|25/10/2023|25/10/2026|600700|600000|700|0|0|0|0|0|600700|43|PATOS|0043.006.00648120-9||SIM|MIDR|Cláusula Suspensiva (prorrogação), EGT 3 - Enviada para análise, Emenda de Comissão, Exame LAE OGU - FEEC, Nível I (PC 033/2023), OBTV, POTENCIAL - Acompanhamento Remoto, RP 8 - Comissão
1088800|85|946243|489782023|MUNICIPIO DE TAVARES - PB|08.944.092/0001-70|marcia.kauanfilho@gmail.com;marcosfinancas@tavares.pb.gov.br;contato@consultoriaum.com.br;genildo18gkm@gmail.com;ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PC 033/2023)|pavimentação de estradas vicinais|21/09/2023|25/10/2023|25/10/2026|500600|500000|600|0|0|0|0|0|500600|43|PATOS|0043.006.00648121-7||SIM|MIDR|Cláusula Suspensiva (prorrogação), EGT 3 - Em Análise, Emenda de Comissão, Nível I (PC 033/2023), OBTV, POTENCIAL - Acompanhamento Remoto, RP 8 - Comissão
1088801|09|946244|489812023|MUNICIPIO DE TAVARES - PB|08.944.092/0001-70|marcia.kauanfilho@gmail.com;marcosfinancas@tavares.pb.gov.br;contato@consultoriaum.com.br;genildo18gkm@gmail.com;ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PC 033/2023)|construção de passagem molhada no município de tavares - pb|21/09/2023|27/10/2023|27/10/2026|1001200|1000000|1200|0|0|0|0|0|1001200|43|PATOS|0043.006.00648122-5||SIM|MIDR|Cláusula Suspensiva (prorrogação), Emenda de Comissão, Nível I (PC 033/2023), OBTV, RP 8 - Comissão
1088818|61|946615|435802023|MUNICIPIO DE SERRA DA RAIZ - PB|08.789.737/0001-47|ag0042@caixa.gov.br;ag0042pb02@caixa.gov.br;josiane.paz@caixa.gov.br;kildare.oliveira@caixa.gov.br;jaime.lima@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;dinete.almeida@caixa.gov.br;diogo.jales@hotmail.com;isn.2@iramiltonassessoria.com.br;luizm14.lg@gmail.com;moisesirineu@gmail.com|Nível I (PC 033/2023)|construção de vias (estradas vicinais).|25/09/2023|09/11/2023|09/11/2026|290000|287306|2694|0|0|0|0|0|290000|42|GUARABIRA|0042.006.00647472-0||SIM|MIDR|Aguardando Crédito de Recursos, EGT 4 - Aceito - Fase de Licitação, Emenda de Comissão, Nível I (PC 033/2023), OBTV, RP 8 - Comissão, VRPL Aceito e sem AIO
1088819|86|946624|438182023|MUNICIPIO DE SAO MIGUEL DE TAIPU - PB|08.868.515/0001-10|ag0733@caixa.gov.br;jaime.lima@caixa.gov.br;shardson.rodrigues@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;financeiro.smtaipu@live.com;isn.2@iramiltonassessoria.com.br;laelson15@live.com;paulaaraujo93@gmail.com|Nível I (PC 033/2023)|construção de vias (estradas vicinais).|25/09/2023|17/11/2023|17/11/2026|390000|384205|5795|0|0|0|0|0|390000|733|ITABAIANA DO NORTE|0733.006.00647288-0||SIM|MIDR|Aguardando Processo Licitatório, Análise Técnica Concluída, EGT 3 - LAT emitido, Emenda de Comissão, Nível I (PC 033/2023), OBTV, Revisionamento Peça Técnica, RP 8 - Comissão
1088824|83|946725|456332023|MUNICIPIO DE POCINHOS - PB|08.741.688/0001-72|contato@prestcontas.com.br;fernandofilho.engcivil@gmail.com;macianaazevedomaia@gmail.com;robertosoutopocinhos@gmail.com;alvaro.b.filho@caixa.gov.br|Nível I (PC 033/2023)|pavimentação de ruas no município de pocinhos/pb.|25/09/2023|21/11/2023|21/11/2026|961000|960019|981|0|960019|567824,71|392194,29|778,72|961000|41|CAMPINA GRANDE|0041.006.00647997-1||SIM|MCIDADES|Andamento Normal, EGT 4 - Aceito - Fase de Licitação, Emenda de Comissão, Nível I (PC 033/2023), OBTV, RP 8 - Comissão, Saldo Poupança < Saldo Creditado
1088826|34|945817|464232023|MUNICIPIO DE BOA VISTA - PB|01.612.538/0001-10|airesmat@bol.com.br;fernando.von@hotmail.com;isn.2@iramiltonassessoria.com.br;ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br|Nível I (PC 033/2023)|estruturação da rede de serviços do sistema único de assistência social - suas - construção centro de referencia de assistencia social - cras|25/09/2023|30/11/2023|30/11/2026|540000|534800|5200|0|0|0|0|0|540000|41|CAMPINA GRANDE|0041.006.00647996-3||SIM|MDASCF|Análise Técnica Concluída, EGT 3 - LAT emitido, Nível I (PC 033/2023), OBTV, RP 2 - Discricionário
1088829|90|946724|464872023|MUNICIPIO DE PEDRAS DE FOGO - PB|09.072.455/0001-97|ailton.mjr@gmail.com;anapalhano@pedrasdefogo.pb.gov.br;infra@pedrasdefogo.pb.gov.br;isn.2@iramiltonassessoria.com.br;financas@pedrasdefogo.pb.gov.br;tarcio.mbrandao@gmail.com;ag4913@caixa.gov.br;seg6918pb@caixa.gov.br|Nível I (PC 033/2023)|pavimentação em diversas ruas no perímetro urbano do município de pedras de fogo - pb.|25/09/2023|29/12/2023|29/12/2026|1450000|1441714|8286|0|0|0|0|0|1450000|4913||4913.006.00647010-0||SIM|MCIDADES|Cláusula Suspensiva (prorrogação), EGT 3 - Solicitada Complementação, Emenda de Comissão, Nível I (PC 033/2023), OBTV, RP 8 - Comissão
1088910|13|947793|550382023|MUNICIPIO DE POCINHOS - PB|08.741.688/0001-72|contato@prestcontas.com.br;fernandofilho.engcivil@gmail.com;macianaazevedomaia@gmail.com;robertosoutopocinhos@gmail.com;alvaro.b.filho@caixa.gov.br|Nível III (PC 033/2023)|pavimentação de ruas no município de pocinhos/pb.|25/09/2023|21/11/2023|21/11/2027|9600000|9575231|24769|0|6636592,61|6633715,12|2877,49|20347,47|9600000|41|CAMPINA GRANDE|0041.006.00648001-5||SIM|MCIDADES|EGT 4 - Aceito - Fase de Licitação, Emenda de Comissão, Impacta no IGAT, Módulo Paralisadas, Nível III (PC 033/2023), Obra Paralisada, OBTV, RP 8 - Comissão, Saldo Poupança < Saldo Creditado
1088941|61|946166|467232023|MUNICIPIO DE TAVARES - PB|08.944.092/0001-70|marcia.kauanfilho@gmail.com;marcosfinancas@tavares.pb.gov.br;contato@consultoriaum.com.br;genildo18gkm@gmail.com;ag0043@caixa.gov.br;ailton.sousa@caixa.gov.br;carlos.fragoso@caixa.gov.br;miguel.a.filho@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;paulo.medeiros@caixa.gov.br|Nível I (PC 033/2023)|estruturação da rede de serviços do sistema único de assistência social - suas - construção de centro de referencia de assistência social - cras|28/09/2023|27/10/2023|27/10/2026|536000|534800|1200|0|0|0|0|0|536000|43|PATOS|0043.006.00648116-0||SIM|MDASCF|Cláusula Suspensiva (prorrogação), Nível I (PC 033/2023), OBTV, RP 2 - Discricionário
1088951|76|946169|475062023|MUNICIPIO DE SANTA RITA - PB|09.159.666/0001-61|ag1914@caixa.gov.br;seg6918pb@caixa.gov.br;erickwesley1059@gmail.com;felipefs.adv@gmail.com;gleciano.silva@hotmail.com;jacksonalvino11@hotmail.com;lucianoalvino@icloud.com.br;matheuscoutinh95@gmail.com;pmsantaritapb.epc@gmail.com;pmsrpbconvenios@gmail.com;severinosza@hotmail.com|Nível I (PC 033/2023)|estruturação da rede de serviços do sistema único de assistência social - suas - construção de centro de referencia de assistencia social cras|28/09/2023|26/12/2023|26/12/2026|970000|965505|4495|0|0|0|0|0|970000|1914|SANTA RITA|1914.006.00647066-2||SIM|MDASCF|Cláusula Suspensiva (prorrogação), Nível I (PC 033/2023), OBTV, RP 2 - Discricionário
1088985|90|947169|455652023|MUNICIPIO DE CUBATI - PB|08.732.182/0001-05|ag0041@caixa.gov.br;a0041pb08@caixa.gov.br;martoni.sobral@caixa.gov.br;seg6915pb@caixa.gov.br;bruno.vilar@caixa.gov.br;grazy-212010@hotmail.com;jribeirooliveira23@gmail.com;macianaazevedomaia@gmail.com|Nível I (PC 033/2023)|pavimentação de ruas no município de cubati/pb.|02/10/2023|31/10/2023|31/10/2026|386000|385356|644|0|0|0|0|0|386000|41|CAMPINA GRANDE|0041.006.00647999-8||SIM|MCIDADES|Aguardando Crédito de Recursos, EGT 4 - Aceito - Fase de Licitação, Emenda de Comissão, Nível I (PC 033/2023), OBTV, RP 8 - Comissão, VRPL Aceito e sem AIO
1088988|55|947155|457442023|MUNICIPIO DE CRUZ DO ESPIRITO SANTO - PB|08.902.934/0001-20|prefeita@cruzdoespiritosanto.pb.gov.br;infraestrutura@cruzdoespiritosanto.pb.gov.br;jacianamagalhaes@hotmail.com;macianaazevedomaia@gmail.com;ag1914@caixa.gov.br;seg6918pb@caixa.gov.br|Nível I (PC 033/2023)|pavimentação de ruas no município de cruz do espirito santo/pb.|02/10/2023|17/11/2023|17/11/2026|384605|384205|400|0|0|0|0|0|384605|1914|SANTA RITA|1914.006.00647067-0||SIM|MCIDADES|Análise Técnica Concluída, EGT 3 - LAT emitido, Emenda de Comissão, Nível I (PC 033/2023), OBTV, RP 8 - Comissão
1089041|88|947197|550372023|MUNICIPIO DE CABEDELO - PB|09.012.493/0001-54|claudia.m.brito@caixa.gov.br;ag0039@caixa.gov.br;seg6918pb@caixa.gov.br;andrecoutinhoprefeitocabedelo@gmail.com;tesourariageral@cabedelo.pb.gov.br;seplah@cabedelo.pb.gov.br;gmcprefeituracabedelo@gmail.com;prefeito@cabedelo.pb.gov.br;macianaazevedomaia@gmail.com;ricardo.coelho@cabedelo.pb.gov.br;rodrigommlima@cabedelo.pb.gov.br|Nível I (PC 033/2023)|capeamento asfáltico de vias no município de cabedelo/pb|02/10/2023|27/11/2023|27/11/2026|1468000|1441714|26286|0|1441714|1173116,08|268597,92|22436,93|1468000|39|CABEDELO|0039.006.00647060-4||SIM|MCIDADES|EGT 4 - Aceito - Fase de Licitação, Módulo Paralisadas, Nível I (PC 033/2023), Obra Paralisada, OBTV, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado, Sem Desbloqueio Após 90 Dias do Último Desbloqueio
1089140|88|947617|484392023|MUNICIPIO DE JOAO PESSOA - PB|08.778.326/0001-56|ag1909@caixa.gov.br;ag1909pb02@caixa.gov.br;seg6918pb@caixa.gov.br;bruno.vilar@caixa.gov.br;ana.n.rodrigues@caixa.gov.br;adriana.cassimirobatista@hotmail.com;ana.maria.patos@hotmail.com;arqglaualmeida@hotmail.com;dianaraduarte@hotmail.com;diegotavaresjp@gmail.com;glauciene.soares@joaopessoa.pb.gov.br;isabela_queiroga@hotmail.com;israelvcac@gmail.com;jaelsonjpa@hotmail.com;eng.arq.smsjp@gmail.com;eng_cassiareis@hotmail.com;ildebertosec.executivosemhab@gmail.com;julianny.albuquerque@joaopessoa.pb.gov.br;k.cilenejp@gmail.com;socialsemhab@gmail.com;karlasouza_02@gmail.com;kel_bfeitosa@hotmail.com;lucianomedeiros96@hotmail.com;marcos.arquiteto@live.com;margo.gapre@gmail.com;norma.gouveia1@gmail.com;pereiraln@gmail.com;pmjpseplanconvenios@gmail.com;rpr.rodrigues@gmail.com;rubensfalcao@gmail.com;samanda.silva@joaopessoa.pb.gov.br;sheilafreire@hotmail.com;sosgadelha@yahoo.com.br;thatiana.seinfra@gmail.com;tonissouza@gmail.com;zupsi@hotmail.com|Nível II (PC 033/2023)|implantação de infraestrutura produtiva com reforma e ampliação - mercado público de tambaú na cidade de joão pessoa - pb|05/10/2023|30/11/2023|30/11/2027|4881637,38|4785919|95718,38|0|0|0|0|0|4881637,38|1909|CIDADE ANTIGA|1909.006.00647213-7||SIM|MIDR|Cláusula Suspensiva (prorrogação), EGT 3 - Em Complementação na Tgov, Emenda de Comissão, Nível II (PC 033/2023), OBTV, RP 8 - Comissão
1089178|83|944220|511662023|MUNICIPIO DE ITABAIANA - PB|09.072.430/0001-93|ag0733@caixa.gov.br;jaime.lima@caixa.gov.br;helio.p.junior@caixa.gov.br;shardson.rodrigues@caixa.gov.br;gustavo.m.araujo@caixa.gov.br;martoni.sobral@caixa.gov.br;geraldo.i.lacerda@caixa.gov.br;analiacarvalho.ac@gmail.com;claudio_neto123@icloud.com;eng.jp@isnep.com.br;macianaazevedomaia@gmail.com;sedurb.itabaiana@gmail.com|Nível I (PC 033/2023)|reforma do mercado publico, no municipio de itabaiana/pb.|09/10/2023|28/11/2023|28/11/2026|575000|573000|2000|0|0|0|0|0|575000|733|ITABAIANA DO NORTE|0733.006.00647289-8||SIM|MAP|Cláusula Suspensiva (prorrogação), EGT 3 - Enviada para análise, Nível I (PC 033/2023), OBTV, RP 2 - Discricionário
1089181|49|945714|514002023|MUNICIPIO DE POCINHOS - PB|08.741.688/0001-72|contato@prestcontas.com.br;fernandofilho.engcivil@gmail.com;macianaazevedomaia@gmail.com;robertosoutopocinhos@gmail.com;alvaro.b.filho@caixa.gov.br|Nível I (PC 033/2023)|reforma do mercado, no municipio de pocinhos/pb|09/10/2023|21/11/2023|21/11/2026|569805|569020,9|784,1|0|569020,9|186219,77|382801,13|784,1|445000|41|CAMPINA GRANDE|0041.006.00648000-7||SIM|MAP|Andamento Normal, EGT 4 - Aceito - Fase de Licitação, Módulo acompanhamento de obras, Nível I (PC 033/2023), OBTV, RP 2 - Discricionário, Saldo Poupança < Saldo Creditado
